loan_id,age,income,employment_status,loan_amount,interest_rate,loan_term,credit_score,past_due_payments,on_time_payments,collateral,loan_type,default
4175,40,139227,Employed,5159,14.27,36,445,1,28,Property,Personal,0
4176,51,89940,Unemployed,10484,13.69,36,544,4,43,None,Auto,1
4177,54,67221,Employed,3067,9.85,12,663,4,44,None,Business,0
4178,31,72892,Unemployed,12559,14.32,36,413,1,45,Property,Auto,0
4179,40,44049,Self-Employed,41235,5.26,24,394,8,38,Property,Business,0
4180,59,122557,Self-Employed,35774,17.21,36,840,9,26,Vehicle,Business,0
4181,43,101463,Self-Employed,39467,16.39,60,836,0,46,Vehicle,Business,0
4182,22,31013,Self-Employed,40065,14.47,12,471,5,47,Property,Business,1
4183,60,46633,Unemployed,19844,11.49,12,778,7,41,None,Personal,0
4184,37,101749,Employed,16697,17.38,36,533,5,49,Property,Personal,1
4185,52,52922,Employed,10912,15.05,24,452,2,22,Property,Auto,0
4186,58,49690,Self-Employed,34582,6.64,48,814,1,27,Property,Home,0
4187,46,148716,Self-Employed,17608,11.84,36,778,3,32,Vehicle,Auto,0
4188,57,42940,Unemployed,49845,8.92,24,594,3,49,None,Personal,1
4189,24,80543,Unemployed,3774,6.62,36,654,1,41,None,Home,0
4190,55,114663,Employed,7202,17.48,24,381,2,12,Vehicle,Business,0
4191,21,118336,Self-Employed,25945,8.47,36,592,1,17,None,Home,1
4192,43,86243,Employed,32294,10.29,12,777,9,10,Vehicle,Home,1
4193,53,64165,Unemployed,38395,5.81,24,711,7,25,None,Home,0
4194,57,85078,Self-Employed,34216,7.66,36,563,5,33,Vehicle,Personal,0
4195,52,105753,Self-Employed,49914,13.19,36,384,9,34,None,Personal,0
4196,38,49032,Employed,16286,7.95,60,476,2,23,None,Home,0
4197,26,61217,Unemployed,40885,7.88,12,407,9,43,None,Business,1
4198,33,100772,Employed,25222,11.29,60,607,1,18,None,Home,1
4199,22,93209,Employed,36338,15.12,12,700,4,28,None,Business,0
4200,48,125574,Unemployed,16614,5.14,36,702,4,22,None,Home,0
4201,37,37900,Unemployed,37181,8.46,24,392,1,40,Vehicle,Home,0
4202,23,27511,Employed,46197,14.54,12,624,2,45,Property,Home,1
4203,55,99019,Employed,3610,15.92,12,321,9,10,Property,Personal,0
4204,54,113107,Unemployed,14440,6.96,48,336,7,5,Vehicle,Personal,0
4205,56,91304,Unemployed,44292,8.45,24,540,9,27,None,Personal,0
4206,27,27749,Unemployed,28601,15.4,60,728,2,19,Property,Business,0
4207,63,113255,Employed,17429,15.73,48,834,1,8,None,Personal,1
4208,37,57775,Self-Employed,17452,12.33,48,484,8,38,None,Home,0
4209,24,143642,Unemployed,8387,15.11,24,455,4,44,None,Personal,1
4210,53,127002,Unemployed,6929,8.13,60,498,3,45,Property,Auto,0
4211,59,120188,Unemployed,47123,8.62,48,306,8,33,None,Business,0
4212,53,33992,Employed,34309,15.08,24,434,5,6,Vehicle,Business,1
4213,31,24081,Unemployed,16092,11.29,48,379,9,24,None,Business,0
4214,41,144981,Unemployed,44559,8.37,60,450,0,15,Vehicle,Home,0
4215,34,103114,Employed,15377,15.43,48,303,4,22,Vehicle,Business,0
4216,23,52981,Self-Employed,31650,15.29,60,627,7,26,None,Personal,0
4217,34,44826,Employed,46118,14.39,60,488,7,40,Vehicle,Auto,0
4218,51,106129,Unemployed,30814,8.93,48,422,0,43,Property,Business,0
4219,21,48532,Employed,33393,9.51,12,516,7,29,Property,Home,1
4220,61,107549,Employed,23914,17.43,24,675,0,47,Property,Personal,0
4221,45,95220,Employed,20940,17.2,60,514,7,30,Property,Personal,0
4222,46,118930,Unemployed,32675,11.61,12,700,0,5,Vehicle,Personal,0
4223,59,147771,Unemployed,28213,12.73,12,816,4,32,Property,Auto,0
4224,54,56589,Unemployed,42136,16.08,12,838,4,7,Vehicle,Business,1
4225,44,55840,Unemployed,15123,8.8,48,592,8,24,Property,Auto,1
4226,37,49185,Employed,3866,14.09,12,842,7,30,Property,Home,0
4227,26,91353,Employed,15039,12.81,24,588,2,10,Vehicle,Personal,0
4228,56,137366,Unemployed,38620,9.1,48,785,3,40,None,Personal,1
4229,43,83287,Employed,44327,13.59,60,815,5,12,Vehicle,Auto,0
4230,24,74328,Self-Employed,48339,17.37,60,363,9,19,Property,Personal,0
4231,23,88875,Employed,20684,9.25,12,738,7,9,None,Home,0
4232,34,130913,Unemployed,36720,7.78,12,827,7,35,None,Home,0
4233,33,70622,Employed,46168,16.9,48,730,9,42,Vehicle,Business,1
4234,51,68071,Unemployed,45726,15.28,60,673,6,31,None,Business,0
4235,47,52330,Self-Employed,17459,7.73,36,710,5,33,None,Home,0
4236,57,40884,Unemployed,7472,10.72,60,835,9,33,Vehicle,Personal,1
4237,47,20956,Unemployed,48198,5.62,24,736,6,28,None,Home,1
4238,60,63279,Self-Employed,15561,10.65,24,480,1,6,Property,Business,0
4239,52,120087,Unemployed,42454,5.18,48,765,4,5,Vehicle,Personal,0
4240,49,135060,Unemployed,36835,9.83,36,387,3,14,Property,Auto,0
4241,45,96855,Self-Employed,30780,14.59,24,371,9,33,Property,Auto,1
4242,31,74442,Unemployed,26941,14.07,36,576,1,15,None,Home,1
4243,38,27667,Unemployed,7774,9.95,36,715,5,13,Vehicle,Auto,1
4244,53,136105,Unemployed,7716,11.39,12,441,8,7,Property,Auto,0
4245,36,135396,Self-Employed,41114,9.7,36,374,1,30,Property,Auto,0
4246,59,74924,Unemployed,8119,14.11,12,632,9,29,None,Auto,0
4247,32,80151,Unemployed,10523,9.14,24,784,8,24,Vehicle,Business,0
4248,56,122154,Unemployed,9252,14.62,36,551,8,6,Property,Auto,0
4249,46,82071,Self-Employed,30928,11.51,60,641,4,27,Vehicle,Business,0
4250,53,50705,Unemployed,46734,9.37,60,636,6,33,None,Personal,1
4251,58,94986,Unemployed,32765,6.97,60,656,9,9,Vehicle,Personal,0
4252,29,130256,Self-Employed,34125,10.06,12,618,3,35,Vehicle,Personal,0
4253,46,63133,Unemployed,43916,16.64,60,601,5,40,Vehicle,Auto,1
4254,24,114473,Self-Employed,14707,13.96,12,702,4,49,Property,Home,1
4255,24,67393,Unemployed,11533,17.88,36,316,3,46,Property,Business,0
4256,32,49655,Employed,36321,12.55,60,409,7,8,Vehicle,Personal,1
4257,42,124682,Self-Employed,48761,6.11,24,561,3,47,Vehicle,Home,0
4258,59,46931,Unemployed,21366,7.97,24,499,7,38,Property,Business,0
4259,50,147755,Employed,25489,11.15,24,693,8,42,Vehicle,Personal,0
4260,57,50057,Self-Employed,31238,9.85,36,418,1,25,Vehicle,Business,0
4261,35,48044,Self-Employed,4106,8.75,48,512,9,43,None,Home,0
4262,23,113875,Unemployed,33210,6.94,12,749,2,45,Vehicle,Auto,0
4263,54,122148,Self-Employed,42014,8.64,12,376,4,16,Vehicle,Home,1
4264,33,109818,Employed,30708,9.25,60,537,8,24,Property,Home,1
4265,30,71991,Unemployed,44714,14.91,36,373,9,28,Vehicle,Business,1
4266,42,145315,Self-Employed,44840,14.1,48,375,6,31,Vehicle,Auto,0
4267,23,107966,Employed,3966,10.64,60,437,5,8,Vehicle,Personal,1
4268,26,146463,Self-Employed,11355,15.24,60,525,1,13,Property,Auto,0
4269,42,95827,Self-Employed,5752,9.36,60,646,5,44,Property,Auto,0
4270,31,67737,Unemployed,43621,16.12,36,488,4,27,Vehicle,Home,1
4271,46,30776,Employed,36810,8.18,60,806,8,18,Vehicle,Auto,0
4272,60,78836,Employed,48481,12.14,12,541,6,35,None,Auto,1
4273,57,106719,Employed,35896,17.31,36,541,3,37,Property,Personal,1
4274,59,96818,Unemployed,21948,8.95,60,683,0,37,None,Home,0
4275,34,48482,Unemployed,20920,5.89,48,555,1,9,Property,Home,0
4276,64,26416,Self-Employed,49338,11.69,36,547,3,43,Vehicle,Business,1
4277,33,123481,Employed,47867,7.76,48,733,3,42,None,Personal,0
4278,38,37068,Unemployed,34947,16.35,12,752,7,5,Vehicle,Home,1
4279,62,80934,Unemployed,24876,12.42,24,516,9,21,Property,Business,0
4280,52,147923,Self-Employed,37862,11.77,48,445,6,46,Property,Auto,1
4281,60,103315,Self-Employed,35908,9.17,48,466,4,6,Vehicle,Personal,0
4282,33,58945,Employed,6546,5.41,24,661,9,20,Vehicle,Personal,0
4283,39,146297,Unemployed,25041,15.49,60,831,2,10,Property,Personal,0
4284,24,41633,Employed,45302,16.88,12,720,2,14,Property,Personal,1
4285,46,79624,Unemployed,34708,14.05,48,787,6,29,Vehicle,Business,0
4286,30,108458,Self-Employed,41372,6.79,36,743,5,36,Vehicle,Personal,1
4287,30,47986,Unemployed,24141,6.57,12,653,8,41,Property,Personal,1
4288,60,140073,Self-Employed,10568,16.94,60,415,7,13,None,Home,1
4289,22,108600,Unemployed,29173,5.4,48,459,3,38,None,Personal,0
4290,56,127156,Employed,6089,12.39,24,417,8,18,Property,Personal,1
4291,37,138069,Unemployed,33741,5.85,36,651,5,16,Vehicle,Home,0
4292,41,134950,Employed,4004,9.53,60,444,4,10,Property,Personal,0
4293,33,49908,Employed,21772,8.98,36,689,6,8,None,Auto,0
4294,57,30065,Employed,28154,12.55,24,464,1,44,Property,Business,0
4295,47,141269,Employed,7182,12.36,60,746,7,49,None,Personal,1
4296,56,119469,Self-Employed,15820,15.21,36,572,2,32,None,Personal,0
4297,45,126970,Unemployed,21443,17.86,48,773,4,30,None,Personal,0
4298,26,130297,Unemployed,25850,16.76,60,547,0,20,Property,Auto,0
4299,47,125063,Employed,25417,11.73,12,543,3,42,None,Auto,1
4300,52,43021,Unemployed,28016,5.8,60,803,5,10,None,Auto,1
4301,37,119315,Self-Employed,41668,7.56,60,734,5,7,Property,Home,0
4302,62,31354,Unemployed,42970,12.71,36,566,8,38,None,Auto,0
4303,38,145193,Self-Employed,37708,10.47,60,816,8,35,None,Auto,0
4304,56,114848,Unemployed,27618,17.96,60,820,1,6,None,Home,0
4305,38,119885,Self-Employed,24161,11.65,36,795,4,34,None,Personal,0
4306,27,74741,Self-Employed,2296,16.61,12,694,3,28,Property,Home,0
4307,62,72995,Unemployed,14903,14.79,24,308,8,15,Vehicle,Personal,0
4308,46,35945,Employed,25177,9.44,36,768,8,29,None,Business,1
4309,22,145583,Employed,22698,14.47,48,744,9,8,None,Auto,0
4310,47,44552,Unemployed,10253,11.33,60,326,0,5,None,Business,0
4311,44,53099,Unemployed,27066,13.82,60,652,5,18,Vehicle,Auto,1
4312,52,100438,Unemployed,34417,5.74,60,461,1,17,Vehicle,Home,0
4313,35,60387,Unemployed,22626,7.56,12,712,7,18,None,Auto,1
4314,62,114511,Employed,14990,5.85,48,783,8,41,Property,Home,0
4315,61,93575,Employed,43686,15.41,36,714,6,15,Property,Auto,0
4316,55,105255,Self-Employed,36761,11.81,24,621,6,42,None,Auto,1
4317,63,143000,Employed,11097,8.17,24,384,7,19,Vehicle,Business,0
4318,29,118575,Self-Employed,41567,5.51,12,640,3,39,None,Home,1
4319,29,139537,Unemployed,23574,17.25,60,537,1,27,Property,Personal,0
4320,25,21680,Self-Employed,24586,6.72,12,404,7,40,Vehicle,Auto,1
4321,30,24541,Employed,31759,7.6,60,538,3,18,Property,Auto,0
4322,51,45588,Self-Employed,21379,7.09,12,434,2,20,Property,Business,1
4323,53,110524,Unemployed,14675,11.15,48,695,8,45,Property,Business,0
4324,58,110350,Self-Employed,4369,15.87,60,840,1,29,Vehicle,Business,0
4325,56,115983,Unemployed,19513,14.47,60,794,5,41,Property,Auto,0
4326,27,148255,Employed,6788,15.44,36,682,5,19,Property,Home,0
4327,42,111727,Unemployed,16117,13.1,60,652,1,25,Property,Auto,0
4328,31,104136,Self-Employed,15772,13.68,36,646,9,24,Vehicle,Personal,0
4329,27,101082,Self-Employed,24304,16.59,48,378,6,33,Vehicle,Personal,0
4330,44,78565,Employed,49083,8.78,36,498,8,29,Vehicle,Auto,1
4331,57,41682,Employed,42166,10.89,12,811,4,42,None,Auto,1
4332,42,38845,Unemployed,33496,15.75,36,598,0,43,Property,Business,1
4333,57,45196,Employed,43305,12.3,48,608,0,7,Property,Personal,1
4334,46,33963,Employed,25041,10.61,48,300,1,41,Vehicle,Home,0
4335,63,33970,Self-Employed,12280,15.4,36,616,7,37,Property,Home,0
4336,28,95608,Self-Employed,44674,7.37,36,824,8,33,Property,Personal,0
4337,21,38208,Unemployed,45896,7.75,60,369,6,16,None,Auto,1
4338,40,82239,Unemployed,36341,15.68,36,529,5,19,None,Home,1
4339,39,33640,Unemployed,26269,6.75,24,659,9,12,Vehicle,Personal,0
4340,60,66889,Unemployed,23144,7.06,24,402,1,43,Vehicle,Business,0
4341,38,142268,Unemployed,33132,11.92,12,722,3,10,Vehicle,Business,0
4342,52,47990,Self-Employed,24027,13.41,60,325,8,43,Property,Business,0
4343,30,82907,Self-Employed,49747,6.01,24,845,3,19,Property,Personal,1
4344,43,111455,Self-Employed,41017,17.79,24,677,5,49,Vehicle,Home,1
4345,54,78827,Employed,18212,8.45,60,701,8,37,Vehicle,Business,0
4346,49,120721,Self-Employed,16102,5.73,12,844,6,5,Property,Personal,0
4347,44,20540,Employed,48353,17.73,48,592,3,5,Vehicle,Business,1
4348,44,32650,Self-Employed,29619,11.56,60,717,2,43,Property,Home,0
4349,60,44490,Employed,25345,16.87,60,470,9,33,Vehicle,Auto,1
4350,21,70610,Employed,7078,9.12,36,589,1,23,None,Home,0
4351,43,75708,Unemployed,35809,7.9,36,551,9,13,None,Auto,0
4352,61,144077,Self-Employed,3709,8.6,60,605,6,44,Property,Personal,0
4353,60,30209,Unemployed,10499,10.45,36,745,1,13,Vehicle,Home,0
4354,30,76083,Self-Employed,28149,13.6,36,712,7,43,Property,Auto,1
4355,45,37789,Unemployed,10316,11.94,12,678,1,21,None,Home,0
4356,43,81060,Unemployed,10583,12.31,12,311,2,35,Property,Home,0
4357,48,49607,Employed,10626,9.94,36,496,7,35,Property,Home,0
4358,31,82339,Unemployed,45011,16.21,24,376,8,41,Vehicle,Business,0
4359,28,86870,Unemployed,26879,7.58,60,500,2,29,None,Personal,1
4360,60,24950,Unemployed,2345,13.67,12,754,7,19,None,Business,1
4361,32,72396,Unemployed,36121,15.18,48,687,2,7,Property,Auto,0
4362,45,59031,Self-Employed,5891,12.39,60,817,9,22,Property,Home,0
4363,61,72952,Unemployed,25563,6.19,12,663,1,39,Vehicle,Business,0
4364,50,38243,Self-Employed,29996,8.25,12,608,8,22,Property,Auto,1
4365,44,142050,Self-Employed,25494,10.62,36,803,3,36,Property,Personal,0
4366,55,111875,Self-Employed,25294,10.53,60,633,6,48,None,Auto,0
4367,50,136311,Unemployed,39374,12.65,60,377,6,28,None,Home,0
4368,36,31326,Unemployed,40934,5.87,24,692,5,10,Property,Auto,0
4369,47,39556,Unemployed,28867,5.77,36,640,4,8,Vehicle,Home,0
4370,36,27512,Employed,8621,6.17,12,496,3,38,None,Business,1
4371,38,43686,Self-Employed,32845,10.19,24,827,8,6,Property,Business,0
4372,46,117998,Employed,37065,12.47,48,525,1,49,Vehicle,Business,0
4373,27,101748,Unemployed,42952,16.35,48,607,5,30,None,Personal,0
4374,38,56147,Self-Employed,47086,5.53,24,785,1,22,Vehicle,Business,0
4375,57,130644,Employed,33502,6.93,48,479,6,29,Property,Personal,0
4376,39,118049,Unemployed,6672,9.72,60,447,1,42,Vehicle,Home,0
4377,35,122374,Employed,22028,16.79,24,483,7,28,Vehicle,Home,0
4378,28,126408,Employed,22942,7.72,12,651,6,16,Property,Home,0
4379,33,93734,Self-Employed,14915,17.55,12,719,0,5,Vehicle,Home,0
4380,29,67482,Employed,39860,9.54,60,600,9,41,Vehicle,Auto,1
4381,24,46060,Self-Employed,41106,6.35,12,743,6,7,Property,Personal,1
4382,41,41001,Self-Employed,12508,5.17,24,650,5,17,Vehicle,Personal,0
4383,42,28330,Self-Employed,33713,11.46,12,496,7,48,None,Personal,1
4384,51,78980,Self-Employed,29731,11.34,60,620,0,40,Property,Auto,0
4385,52,125944,Employed,39108,10.52,12,571,2,29,Property,Auto,1
4386,61,119884,Self-Employed,29574,13.44,60,687,0,27,None,Business,0
4387,38,25580,Self-Employed,34039,10.91,24,422,1,25,Vehicle,Home,1
4388,36,39398,Self-Employed,11537,12.78,36,734,1,48,Vehicle,Business,0
4389,37,49097,Self-Employed,35200,17.05,36,520,2,49,Property,Personal,0
4390,55,67810,Unemployed,9127,10.1,60,345,0,25,None,Business,1
4391,32,49772,Self-Employed,28604,17.2,24,823,7,14,Property,Home,1
4392,60,125286,Self-Employed,26043,12.23,48,542,8,10,Property,Business,0
4393,52,101754,Employed,19278,12.11,48,833,3,7,Vehicle,Personal,0
4394,26,64926,Unemployed,48487,11.03,24,314,9,24,None,Home,1
4395,44,39463,Unemployed,6832,10.51,24,358,2,5,Property,Business,1
4396,37,118216,Employed,15210,10.5,12,741,8,19,None,Personal,0
4397,37,43493,Employed,43008,17.62,48,406,1,44,None,Auto,0
4398,30,46139,Unemployed,38599,13.57,24,310,5,11,None,Home,1
4399,64,50031,Employed,47745,12.2,36,490,7,44,None,Auto,0
4400,63,67531,Employed,34785,17.15,12,792,6,42,Property,Personal,0
4401,28,38797,Self-Employed,31759,5.73,24,521,4,16,None,Business,1
4402,54,81590,Employed,9352,11.75,60,452,0,27,None,Auto,1
4403,37,35078,Unemployed,36287,8.46,60,673,8,39,Vehicle,Home,1
4404,54,65596,Self-Employed,7670,8.35,60,324,4,41,Property,Auto,1
4405,54,98642,Self-Employed,11168,11.22,36,630,0,44,None,Auto,0
4406,28,116259,Unemployed,41392,17.63,48,500,4,8,Vehicle,Business,1
4407,22,147044,Self-Employed,9609,15.06,36,366,5,42,Property,Business,1
4408,37,102860,Employed,14879,13.61,48,499,5,33,Vehicle,Business,0
4409,23,142204,Self-Employed,27326,9.03,60,551,1,16,None,Home,1
4410,62,139968,Unemployed,18392,7.01,12,779,8,36,None,Personal,0
4411,54,38758,Employed,14239,17.86,36,485,2,31,Vehicle,Home,0
4412,35,38557,Employed,38165,12.39,36,469,6,23,Vehicle,Auto,0
4413,46,130091,Employed,2245,16.78,36,779,1,40,Vehicle,Business,0
4414,45,77945,Unemployed,13584,5.06,60,548,0,39,Vehicle,Business,0
4415,47,104963,Employed,28877,9.96,12,798,1,18,Vehicle,Personal,0
4416,26,100437,Employed,48842,6.61,60,525,9,28,None,Home,0
4417,22,120364,Employed,24818,6.15,60,766,4,16,Property,Home,0
4418,64,25102,Self-Employed,3442,10.49,48,577,6,20,Vehicle,Auto,0
4419,40,59026,Unemployed,22721,11.11,48,558,3,25,Property,Personal,1
4420,63,56617,Unemployed,21594,13.57,12,842,7,15,Vehicle,Home,0
4421,57,74435,Unemployed,33129,10.59,36,389,0,5,None,Personal,0
4422,48,149654,Self-Employed,32241,14.31,12,451,5,15,None,Auto,0
4423,36,32956,Unemployed,17010,14.34,36,462,3,7,None,Business,0
4424,49,140769,Self-Employed,43521,11.93,48,843,5,9,Vehicle,Home,0
4425,48,94507,Unemployed,16804,7.02,60,444,3,45,Vehicle,Personal,0
4426,56,88101,Employed,43249,9.49,12,331,1,6,Property,Personal,0
4427,26,33463,Employed,36717,10.35,12,463,5,48,Vehicle,Business,0
4428,24,105740,Employed,2117,14.76,48,588,1,30,None,Home,1
4429,29,131470,Unemployed,37418,16.16,48,494,1,47,Property,Auto,0
4430,47,65238,Self-Employed,43789,16.88,60,507,4,15,Vehicle,Personal,1
4431,47,110982,Employed,35037,7.27,24,638,8,28,None,Home,1
4432,57,54981,Self-Employed,5786,12.8,60,510,3,40,Vehicle,Home,0
4433,37,93927,Unemployed,32356,13.4,36,564,5,7,Vehicle,Auto,0
4434,58,48027,Employed,26848,17.11,36,544,0,45,Property,Business,0
4435,35,51722,Unemployed,28851,16.25,24,605,2,30,Vehicle,Personal,1
4436,56,76312,Self-Employed,23905,12.35,48,837,0,14,None,Business,0
4437,36,88572,Self-Employed,38994,16.01,12,498,9,25,Property,Business,0
4438,52,78459,Unemployed,5973,8.51,48,711,1,18,None,Home,0
4439,31,82348,Self-Employed,31831,5.01,48,689,4,8,Vehicle,Business,0
4440,62,68488,Unemployed,23454,14.02,60,813,7,15,Vehicle,Home,1
4441,23,28977,Employed,41954,7.53,60,829,1,42,Vehicle,Home,1
4442,34,41999,Employed,39537,10.4,24,414,0,19,Property,Business,0
4443,36,58953,Unemployed,49427,8.44,48,718,6,28,None,Business,1
4444,34,25854,Unemployed,10975,9.54,36,655,0,38,Property,Auto,0
4445,47,91851,Self-Employed,11270,6,36,832,9,36,Vehicle,Business,1
4446,51,89321,Self-Employed,40495,15.36,12,800,5,6,Vehicle,Personal,1
4447,31,109579,Self-Employed,5741,17.18,12,307,9,6,None,Home,0
4448,32,23323,Self-Employed,9556,8.93,48,736,2,27,Vehicle,Business,1
4449,60,105742,Unemployed,36257,11.95,48,347,5,23,None,Personal,0
4450,29,73529,Self-Employed,42865,15.11,36,590,9,46,Property,Business,1
4451,50,27429,Unemployed,31399,13.78,24,687,1,40,Vehicle,Business,0
4452,23,132910,Employed,46836,14.62,60,758,2,19,None,Business,0
4453,49,67403,Self-Employed,28353,8.18,36,753,4,17,Property,Auto,1
4454,40,96998,Employed,34176,13.7,12,399,8,15,Property,Auto,0
4455,61,75566,Self-Employed,13199,8.7,12,418,4,36,Vehicle,Personal,0
4456,62,28629,Self-Employed,37723,5.48,60,518,7,17,Property,Business,1
4457,22,99552,Employed,3339,16.98,24,560,5,39,Property,Auto,0
4458,51,69025,Self-Employed,31935,11.53,48,702,0,21,Vehicle,Auto,0
4459,31,42011,Self-Employed,22815,6.63,60,477,8,38,Vehicle,Personal,1
4460,42,22762,Employed,29348,6.45,48,396,9,42,Property,Personal,1
4461,42,143033,Unemployed,4605,10.65,60,429,9,23,None,Home,1
4462,49,145332,Unemployed,14890,6.4,36,699,1,39,None,Personal,0
4463,56,77752,Unemployed,5751,11.1,48,661,2,42,None,Home,0
4464,56,48908,Unemployed,40970,15.57,48,527,3,34,Vehicle,Home,1
4465,64,73706,Unemployed,19480,7.56,48,549,1,8,Property,Home,1
4466,36,118298,Self-Employed,27037,13.45,12,614,8,15,None,Auto,0
4467,56,45287,Employed,3232,9.54,12,503,6,36,None,Auto,1
4468,23,66215,Unemployed,46234,13.81,48,548,1,12,Property,Business,0
4469,47,69042,Employed,23093,13.01,60,807,3,39,Property,Home,0
4470,23,48298,Unemployed,47321,12.36,24,840,6,19,Vehicle,Home,0
4471,62,21071,Self-Employed,24934,6.11,36,414,5,39,Property,Auto,1
4472,25,104267,Unemployed,11444,16.57,24,458,3,33,Vehicle,Auto,0
4473,28,138375,Unemployed,29304,13.24,12,380,6,14,None,Home,0
4474,32,112747,Self-Employed,40458,16.2,24,353,1,23,None,Auto,0
4475,53,117903,Employed,33689,16.55,36,727,8,40,Vehicle,Home,0
4476,55,103905,Self-Employed,28687,15.1,12,773,7,5,Property,Auto,1
4477,53,74832,Employed,39203,9.99,36,524,3,31,Vehicle,Business,0
4478,40,51155,Self-Employed,36144,12.45,36,526,6,22,Property,Personal,0
4479,56,96459,Unemployed,48157,7.2,12,752,4,31,Property,Personal,0
4480,41,83946,Self-Employed,30074,8.92,48,798,5,48,Property,Personal,0
4481,64,68911,Employed,22233,13.09,12,845,2,15,Vehicle,Home,0
4482,25,60685,Employed,24286,10.26,24,424,9,37,Vehicle,Auto,0
4483,34,149697,Unemployed,11440,8.79,60,462,0,16,Vehicle,Auto,0
4484,63,146306,Unemployed,30506,14.99,12,392,2,38,None,Personal,1
4485,63,117636,Employed,25780,17.05,24,703,2,41,Property,Home,0
4486,55,146389,Self-Employed,10160,16.64,24,600,2,49,Vehicle,Auto,0
4487,32,124441,Employed,13320,11.39,24,311,3,12,Vehicle,Personal,0
4488,21,142147,Employed,5447,8.75,12,488,8,33,Vehicle,Auto,0
4489,25,136391,Self-Employed,42834,8.51,36,633,6,41,Property,Personal,0
4490,22,146307,Employed,16384,16.87,36,764,8,27,Vehicle,Business,0
4491,32,104440,Unemployed,10414,14.6,36,371,9,11,Property,Home,1
4492,22,132904,Unemployed,11777,13.14,12,653,3,29,None,Personal,0
4493,36,90532,Self-Employed,8803,15.18,12,320,5,5,Property,Business,0
4494,33,78897,Employed,10395,12.34,36,624,3,23,Vehicle,Home,0
4495,63,99727,Employed,27441,11.31,36,849,9,46,Property,Home,0
4496,22,132644,Unemployed,34058,10.05,12,837,8,10,Vehicle,Auto,0
4497,37,54470,Self-Employed,36982,10.32,48,400,3,19,Vehicle,Home,0
4498,48,60780,Unemployed,22303,6.78,48,427,6,7,Vehicle,Home,1
4499,39,43173,Self-Employed,43734,10.5,48,622,0,17,None,Business,1
4500,49,26479,Unemployed,6429,14.75,60,415,4,30,None,Business,0
4501,28,90667,Self-Employed,36472,9.55,24,456,0,34,Vehicle,Business,1
4502,50,73104,Self-Employed,12475,15.05,24,483,4,39,Property,Business,0
4503,61,27407,Employed,6347,5.7,12,802,5,15,Property,Personal,0
4504,43,123911,Unemployed,41850,6.66,24,501,1,39,Vehicle,Auto,1
4505,59,138261,Unemployed,5728,10.83,24,426,0,24,Property,Auto,0
4506,63,108889,Employed,9310,16.75,12,518,2,19,Vehicle,Personal,0
4507,31,87211,Unemployed,41606,6.86,48,346,5,34,None,Business,1
4508,47,107480,Unemployed,5590,5.45,60,750,5,41,Property,Business,0
4509,52,97215,Unemployed,29100,8.83,48,504,8,44,Vehicle,Home,0
4510,46,67058,Unemployed,27326,11.81,24,571,0,32,None,Personal,0
4511,42,47414,Self-Employed,25163,5.95,12,571,1,13,Vehicle,Business,0
4512,39,79552,Self-Employed,36863,12.07,48,304,1,23,Property,Business,0
4513,52,112772,Unemployed,44746,6.52,12,357,3,33,None,Auto,0
4514,43,130491,Unemployed,34155,11.47,24,590,7,43,None,Personal,0
4515,53,87393,Employed,14295,15.52,48,542,4,7,Property,Business,0
4516,24,70242,Self-Employed,25317,9.89,24,700,0,13,Vehicle,Home,0
4517,63,51565,Unemployed,46894,11.79,48,655,8,15,Property,Personal,0
4518,40,102131,Self-Employed,35242,13.41,48,392,6,16,Property,Personal,0
4519,60,61986,Unemployed,18474,6.72,36,349,6,49,Property,Auto,0
4520,31,135366,Self-Employed,40594,15.41,36,338,7,25,Property,Home,0
4521,49,144514,Self-Employed,46326,13.26,60,395,2,5,None,Personal,1
4522,34,34648,Unemployed,17043,17.28,24,400,6,39,None,Business,0
4523,38,22515,Employed,30738,10.93,24,473,6,25,Vehicle,Auto,1
4524,31,35912,Employed,35393,10.28,48,789,3,30,Property,Home,0
4525,32,143422,Employed,37661,7.24,36,775,7,9,Vehicle,Business,0
4526,38,114447,Self-Employed,3618,12.66,36,816,9,49,Vehicle,Home,1
4527,35,117912,Unemployed,28031,11.61,12,411,4,34,None,Home,0
4528,40,57581,Employed,29503,7.93,24,699,2,43,None,Home,0
4529,25,97115,Unemployed,29644,15.54,36,418,5,15,Vehicle,Home,0
4530,33,80007,Self-Employed,6316,7.18,48,688,8,8,Vehicle,Personal,1
4531,27,100691,Unemployed,15567,16.86,12,753,8,20,Property,Personal,0
4532,28,74231,Unemployed,35386,10.28,60,775,6,36,Vehicle,Business,1
4533,43,52158,Unemployed,20700,14.71,48,810,4,26,None,Home,1
4534,59,46580,Employed,21189,9.59,24,431,7,33,Vehicle,Personal,1
4535,44,46573,Unemployed,27851,5.15,60,408,0,13,None,Business,0
4536,42,64893,Self-Employed,37547,5.8,12,519,3,46,Property,Auto,0
4537,48,118888,Self-Employed,28147,10.69,48,696,6,6,Vehicle,Personal,0
4538,49,52431,Self-Employed,43557,14.65,12,344,1,21,Vehicle,Auto,1
4539,34,67472,Unemployed,34453,12.49,36,704,5,48,None,Personal,1
4540,33,93997,Self-Employed,21780,15.12,12,427,0,22,None,Home,0
